Name,Price,Cuisines,Link,Ranking,Reviews,Rating,Hotel,Tourism,University,Cafe,Pub,Luas,Museum,Restaurant,Company,Company KNN
Bakers Pub,Cheap,"['International', 'European', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d3404049-Reviews-Bakers_Pub-Dublin_County_Dublin.html,192,317,4.5,1.6486419030084445,1.4840250233205823,1.502426028625405,2.001982604059586,1.4371438514143478,0.6794961017810682,1.8993781232230826,1.4189235653167893,1.2245941679271672,3.7376370649439807
101 Talbot Street,Average,"['Irish', 'European', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d696170-Reviews-101_Talbot_Street-Dublin_County_Dublin.html,193,696,4.5,3.5916841458398254,2.4146847837080663,1.8601465116314537,2.3966041750521003,1.863331338385499,2.4814190976153085,2.19159014218048,1.9729794336785833,3.5578445943919474,2.3133107837833293
Balfes,Average,"['Irish', 'European', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d7284584-Reviews-Balfes-Dublin_County_Dublin.html,194,637,4.0,3.1598969807661854,3.395650477089468,3.2194843470544394,3.926965877193803,3.2674374001121604,1.4315879409319088,3.396964720379744,3.511068008376956,3.2969842982654503,3.7376370649439807
Thunder Road Cafe,Average,"['Irish', 'International', 'Grill']",/Restaurant_Review-g186605-d716023-Reviews-Thunder_Road_Cafe-Dublin_County_Dublin.html,195,1651,4.0,3.758511005072823,3.546568276071222,3.1479402504532294,3.695967884417697,3.581296402145179,2.0806930321619044,3.83528274881584,3.497554450612034,2.876709376728316,4.309885538520337
Bobo's Burgers Restaurant,Average,"['American', 'Irish', 'Bar']",/Restaurant_Review-g186605-d4299689-Reviews-Bobo_s_Burgers_Restaurant-Dublin_County_Dublin.html,197,2060,4.5,3.866457796341233,3.420803443586427,2.8617638640483904,3.7729672153430656,3.9281931938658836,0.8611608693523563,3.470017725119093,3.8501354577513576,2.7100486319808317,3.556946389272198
Herbstreet,Average,"['Irish', 'European', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d1379594-Reviews-Herbstreet-Dublin_County_Dublin.html,198,725,4.0,1.5995751797046218,2.0625432527506398,1.1447055456193562,1.7709846112834797,1.143107523193941,0.6699831563561333,1.753272113744384,1.2334192723619537,4.036088470623859,4.289147861345849
Aperitivo,Cheap,"['Italian', 'Pizza', 'Street Food']",/Restaurant_Review-g186605-d8545228-Reviews-Aperitivo-Dublin_County_Dublin.html,199,279,4.5,3.6800042477867065,3.0435089461320417,2.5040433810423415,3.821091797171421,3.359943211237682,0.8815567846791227,3.3604382180100694,3.346448304695181,2.5361417678965004,3.556946389272198
Govindas,Cheap,"['Indian', 'Fusion', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d943596-Reviews-Govindas-Dublin_County_Dublin.html,202,316,4.5,1.3640549078462725,1.5343309563145004,1.502426028625405,1.9731078549625725,1.3082964716323717,0.47181912419446,1.753272113744384,1.35504129224625,1.152132974558696,3.7376370649439807
Taste Food Company,Average,"['Irish', 'Cafe', 'European']",/Restaurant_Review-g186605-d2337060-Reviews-Taste_Food_Company-Dublin_County_Dublin.html,203,623,4.5,3.0519501894977754,2.892591147150288,3.2194843470544394,3.8980911280967896,3.1385900203301844,1.3562412071986505,3.4334912227494185,3.3955885147494422,3.123077434181119,3.7376370649439807
Napper Tandy's,Average,"['Irish', 'Bar', 'European']",/Restaurant_Review-g186605-d12927453-Reviews-Napper_Tandy_s-Dublin_County_Dublin.html,204,149,4.5,2.4925895438341956,1.9367784202658447,2.360955187839922,3.0510984879177343,2.223443245981278,0.7235239269504679,3.104752701422347,2.449639471204916,3.9491350385816935,5.410361813160229
Mykonos Taverna,Average,"['Seafood', 'Mediterranean', 'European']",/Restaurant_Review-g186605-d8287536-Reviews-Mykonos_Taverna-Dublin_County_Dublin.html,205,726,4.5,3.778137694394352,2.942897080144206,2.647131574244761,3.8499665462684343,3.4458414644256656,0.8769413041310645,3.689176739337141,3.47789836659033,2.6230951999386662,3.556946389272198
Madigan's Pub Abbey Street,Average,"['Irish', 'Bar', 'European']",/Restaurant_Review-g186605-d3605327-Reviews-Madigan_s_Pub_Abbey_Street-Dublin_County_Dublin.html,206,280,4.5,3.562244111857532,3.370497510592509,2.074778801435083,3.4264702261789064,2.662845848827504,3.349915781780666,3.068226199052672,2.8489036778957875,3.115831314844272,4.227597551454314
La Caverna,Average,"['Italian', 'Pizza', 'Mediterranean']",/Restaurant_Review-g186605-d1045605-Reviews-La_Caverna-Dublin_County_Dublin.html,207,927,4.5,4.013657966252701,3.6471801420590584,2.8617638640483904,3.734467549880381,3.822472266865288,1.0501303391161962,3.396964720379744,3.705171838091287,2.7028025126439847,3.556946389272198
Cafe Topolis,Average,"['Italian', 'Pizza', 'European']",/Restaurant_Review-g186605-d743285-Reviews-Cafe_Topolis-Dublin_County_Dublin.html,208,595,4.5,3.621124179822119,2.9932030131381238,2.5040433810423415,3.753717382611723,3.2707411790809293,0.8353904692719866,3.5430707298584427,3.2850230421273547,2.5433878872333473,3.556946389272198
Foley's Dublin,Average,"['Irish', 'Bar', 'European']",/Restaurant_Review-g186605-d1937593-Reviews-Foley_s_Dublin-Dublin_County_Dublin.html,209,290,4.5,2.4140827865480796,1.9116254537688857,2.360955187839922,3.0029739060893785,2.210228130106204,0.6659872329583829,3.068226199052672,2.402956271653368,4.043334589960706,5.410361813160229
The Merchant's Arch Bar & Restaurant,Average,"['Irish', 'Bar', 'European']",/Restaurant_Review-g186605-d1967540-Reviews-The_Merchant_s_Arch_Bar_Restaurant-Dublin_County_Dublin.html,210,1313,4.5,4.003844621591937,3.496262343077304,2.432499284441132,3.81146688080575,3.647371981520551,1.2884291468387181,3.470017725119093,3.636375544015322,2.6955563933071374,3.556946389272198
Koh Restaurant & Cocktail Lounge,Average,"['Asian', 'Thai', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d1125214-Reviews-Koh_Restaurant_Cocktail_Lounge-Dublin_County_Dublin.html,211,913,4.5,3.4150439419460636,3.2195797116107547,2.146322898036293,3.6382183862236706,2.9238443873602247,3.349915781780666,3.031699696682997,3.154801485483563,2.3839732618227103,3.556946389272198
BoBos Burgers Restaurant,Average,"['Irish', 'Vegetarian Friendly', 'Vegan Options']",/Restaurant_Review-g186605-d10594705-Reviews-BoBos_Burgers_Restaurant-Dublin_County_Dublin.html,212,458,4.5,3.513177388553709,3.5214153095742633,2.2178669946375025,3.580468888029644,2.801604565515786,2.4999371505825865,3.3604382180100694,3.03563647610198,3.0216317634652587,4.309885538520337
Thundercut Alley,Average,"['Vegetarian Friendly', 'Vegan Options']",/Restaurant_Review-g186605-d11916341-Reviews-Thundercut_Alley-Dublin_County_Dublin.html,213,124,4.5,1.96266893215291,2.0625432527506398,1.216249642220566,1.915358356768546,1.5230421046023317,1.5157989962808445,1.7167456113747093,1.4926338803981811,0.9492416331269758,3.556946389272198
The Parnell Heritage Bar & Grill,Average,"['Irish', 'Bar', 'European']",/Restaurant_Review-g186605-d2540934-Reviews-The_Parnell_Heritage_Bar_Grill-Dublin_County_Dublin.html,214,1682,4.5,2.6790430923887225,2.9177441136472466,1.4308819320241952,2.9740991569923656,2.1078109820743767,3.073317230991437,2.5933816682469013,2.4066417874074375,1.8550065502328688,3.556946389272198
Bach 16,Average,"['Italian', 'Pizza', 'European']",/Restaurant_Review-g186605-d5601769-Reviews-Bach_16-Dublin_County_Dublin.html,215,614,4.5,3.60149749050059,3.4711093765803454,2.2894110912387124,3.5515941389326304,3.2608298421746236,1.8010299902046594,3.396964720379744,3.3611903677114596,2.811494302696692,4.309885538520337
Dingle whiskey bar,Average,,/Restaurant_Review-g186605-d11702369-Reviews-Dingle_whiskey_bar-Dublin_County_Dublin.html,216,96,5.0,3.2187770487307725,3.4711093765803454,4.578822182477425,3.628593469857999,3.1815391469241767,2.9645272405138634,3.7987562464461653,3.2665954633570067,3.210030866223285,5.116043937671367
Pho Ta,Cheap,"['Asian', 'Vietnamese', 'Soups']",/Restaurant_Review-g186605-d6219763-Reviews-Pho_Ta-Dublin_County_Dublin.html,217,417,4.5,3.9351512089665848,3.622027175562099,3.5056607334592784,3.801841964440079,3.8455987196466683,1.1472314321166663,3.5430707298584427,3.7543120481455485,2.7825098253493032,3.556946389272198
Copper Alley Bistro,Average,"['Irish', 'International', 'European']",/Restaurant_Review-g186605-d3524810-Reviews-Copper_Alley_Bistro-Dublin_County_Dublin.html,219,819,4.5,3.248217082713066,2.6410614821806973,2.2178669946375025,3.2917213970595114,2.6165929432647435,0.7863652069907667,3.5430707298584427,2.7481662472845523,2.275281471770003,3.7376370649439807
Lincoln's Inn,Average,"['Irish', 'Bar', 'European']",/Restaurant_Review-g186605-d696283-Reviews-Lincoln_s_Inn-Dublin_County_Dublin.html,221,130,4.5,2.708483126371016,2.7668263146654923,3.291028443655649,3.156972567940116,2.24326591979389,0.9152775360056464,3.7622297440764907,2.3132753883043415,3.7752281744973617,5.192846058932988
Long Hall,Average,['Pub'],/Restaurant_Review-g186605-d696287-Reviews-Long_Hall-Dublin_County_Dublin.html,223,116,4.5,3.1795236700877143,3.018355979635083,3.00485205725081,3.869216378999776,3.151805136205259,0.8111176227071831,3.4334912227494185,3.377160935979094,2.8404787800440805,3.7376370649439807
Urban Brewing & Stack A Restaurant,Average,"['Bar', 'International', 'European']",/Restaurant_Review-g186605-d12675773-Reviews-Urban_Brewing_Stack_A_Restaurant-Dublin_County_Dublin.html,224,248,4.5,2.4827761991734314,2.339225884217189,1.8601465116314537,1.9538580222312303,1.6419781474780017,3.349915781780666,2.8855936872042984,1.6179414160365468,4.985330103750835,4.775867576613491
Eden Bar & Grill,Average,"['European', 'Contemporary', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d3470473-Reviews-Eden_Bar_Grill-Dublin_County_Dublin.html,225,535,4.0,3.4739240099106508,3.244732678107714,3.648748926661698,3.9654655426564873,3.7398777926460727,1.143315966478043,3.323911715640395,3.753083542894192,2.9346783314230933,3.7376370649439807
The Temple Bar,Average,"['Irish', 'Bar', 'European']",/Restaurant_Review-g186605-d716007-Reviews-The_Temple_Bar-Dublin_County_Dublin.html,226,2689,4.5,3.974404587609643,3.6471801420590584,2.5040433810423415,3.801841964440079,3.7233588978022296,1.1511738081720502,3.5795972322281173,3.6290045125071826,2.717294751317679,3.556946389272198
Bibi's Cafe,Average,"['Irish', 'Cafe', 'European']",/Restaurant_Review-g186605-d3598910-Reviews-Bibi_s_Cafe-Dublin_County_Dublin.html,227,196,4.5,1.3444282185247434,1.1821894253570742,1.3593378354229855,1.9634829385969015,1.3149040295699088,0.5052663320936148,1.6802191090050347,1.4545502176061287,1.4927005833905116,1.7698098207673258
Honest To Goodness,Average,"['Irish', 'Fast food', 'Healthy']",/Restaurant_Review-g186605-d1809051-Reviews-Honest_To_Goodness-Dublin_County_Dublin.html,228,281,4.5,3.7388843157512937,3.395650477089468,3.00485205725081,3.8884662117311186,3.8455987196466683,0.8111176227071831,3.506544227488768,3.8206513317188007,2.8042481833598445,3.556946389272198
My Meat Wagon,Average,"['Barbecue', 'Gluten Free Options']",/Restaurant_Review-g186605-d7043671-Reviews-My_Meat_Wagon-Dublin_County_Dublin.html,229,437,4.5,2.0117356554567327,2.112849185744558,1.216249642220566,1.9538580222312303,1.529649662539869,1.850782199878821,1.753272113744384,1.5319460484415899,1.0217028264954473,3.556946389272198
Against the Grain,Average,"['Irish', 'Bar', 'Pub']",/Restaurant_Review-g186605-d2307455-Reviews-Against_the_Grain-Dublin_County_Dublin.html,230,324,4.5,2.6790430923887225,2.138002152241517,2.8617638640483904,2.9355994915296812,2.249873477731427,0.9409875791518724,2.7029611753559255,2.4926371550023947,2.818740422033539,4.70809196841936
The Church,Average,"['Irish', 'International', 'Gastropub']",/Restaurant_Review-g186605-d792839-Reviews-The_Church-Dublin_County_Dublin.html,231,5503,4.0,3.1500836361054207,3.068661912629001,1.788602415030244,3.4360951425445774,2.5373022480142966,2.5768582936774362,2.7029611753559255,2.836618625382222,2.2028202784015316,3.556946389272198
Dining Room at the Ariel House,Average,"['Irish', 'Gluten Free Options']",/Restaurant_Review-g186605-d4115239-Reviews-Dining_Room_at_the_Ariel_House-Dublin_County_Dublin.html,232,85,5.0,0.9420810874333968,1.106730525866197,1.0731614490181465,1.020241134761135,0.4955668453152923,0.19963741250182754,0.9131625592418666,0.5663409208753593,2.1520974430436017,2.9245301565680624
Nancy Hands Bar & Restaurant,Average,"['Irish', 'Bar', 'International']",/Restaurant_Review-g186605-d1426469-Reviews-Nancy_Hands_Bar_Restaurant-Dublin_County_Dublin.html,233,1321,4.5,0.7360008495573412,0.9558127268844429,0.14308819320241953,0.9239919711044242,0.5814650985032763,1.7179055291182903,1.205374578199264,0.5086011740616024,0.2825986541370386,1.6895028538020893
Sano Pizza,Cheap,"['Italian', 'Pizza', 'European']",/Restaurant_Review-g186605-d14018862-Reviews-Sano_Pizza-Dublin_County_Dublin.html,234,704,4.5,3.5818708011790608,3.0938148791259596,2.360955187839922,3.744092466246052,3.135286241361416,0.8091584013962961,3.5430707298584427,3.2149982428000325,2.4854189325385705,3.556946389272198
Al Vesuvio,Average,"['Italian', 'Pizza', 'Mediterranean']",/Restaurant_Review-g186605-d3403712-Reviews-Al_Vesuvio-Dublin_County_Dublin.html,235,488,4.5,3.915524519645056,3.244732678107714,2.8617638640483904,3.7633422989773946,3.7200551188334607,1.0600999309432488,3.396964720379744,3.713771374850783,2.6665719159597487,3.556946389272198
Kingfisher,Average,"['Cafe', 'Diner', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d1017852-Reviews-Kingfisher-Dublin_County_Dublin.html,236,911,4.0,2.9145633642470714,2.6662144486776564,1.5739701252266147,2.463978589611798,2.0747731923866906,2.1752699881692643,2.3376961516591788,2.291162293779924,1.811529834211786,2.1403419318582046
The Restaurant at The Schoolhouse,Average,"['Irish', 'Bar', 'European']",/Restaurant_Review-g186605-d2258430-Reviews-The_Restaurant_at_The_Schoolhouse-Dublin_County_Dublin.html,237,391,4.0,1.7762153835983836,1.5343309563145004,1.0731614490181465,1.809484276746164,1.255436008132074,0.2629447238446363,1.534113099526336,1.3071295874433453,3.3332148949496863,3.5603454381553794
Roly's Bistro,Average,"['French', 'Irish', 'European']",/Restaurant_Review-g186605-d693143-Reviews-Roly_s_Bistro-Dublin_County_Dublin.html,238,2665,4.5,0.8439476408257514,0.6036711959270166,0.21463228980362928,0.9721165529327797,0.5715537615969705,0.2033950080012548,0.54789753554512,0.5995105626619854,1.9781905789592702,2.9245301565680624
The French Paradox Wine Shop & Wine Bar,Average,"['French', 'European', 'Wine Bar']",/Restaurant_Review-g186605-d814013-Reviews-The_French_Paradox_Wine_Shop_Wine_Bar-Dublin_County_Dublin.html,239,214,4.5,0.8341342961649868,0.7042830619148527,0.21463228980362928,1.020241134761135,0.5715537615969705,0.2009547559556488,0.6209505402844693,0.6068815941701247,2.108620727022519,2.9245301565680624
Farmer Browns Bath Avenue,Average,"['American', 'Irish', 'European']",/Restaurant_Review-g186605-d2686295-Reviews-Farmer_Browns_Bath_Avenue-Dublin_County_Dublin.html,240,399,4.0,0.8832010194688096,1.2828012913449103,0.9300732558157269,1.2127394620745569,0.6640595727224917,0.25074219923507984,1.1323215734599146,0.6695353619893075,2.420203858506946,2.9245301565680624
Gin Palace,Average,"['Irish', 'Bar', 'European']",/Restaurant_Review-g186605-d4090478-Reviews-Gin_Palace-Dublin_County_Dublin.html,241,211,4.5,3.454297320589122,3.445956410083386,1.8601465116314537,3.81146688080575,2.831338576234703,2.248265625356152,3.1412792037920214,3.1732290642539107,2.6013568419281246,3.556946389272198
Il Caffe di Napoli,Average,"['Pizza', 'Mediterranean', 'European']",/Restaurant_Review-g186605-d2508247-Reviews-Il_Caffe_di_Napoli-Dublin_County_Dublin.html,242,379,4.0,2.0117356554567327,2.263766984726312,1.8601465116314537,2.48322842234314,1.648585705415539,0.4425252023488331,2.7029611753559255,1.7407919411721997,3.8404432485289863,4.475667298695502
Banyi Japanese Dining,Average,"['Japanese', 'Sushi', 'Asian']",/Restaurant_Review-g186605-d4177999-Reviews-Banyi_Japanese_Dining-Dublin_County_Dublin.html,243,904,4.5,3.905711174984291,3.395650477089468,2.5040433810423415,3.7248426335147102,3.6242455287391713,1.7091407049901357,3.7622297440764907,3.5663507446879996,2.7462792286650677,3.556946389272198
Wishbone,Average,"['American', 'Irish', 'Bar']",/Restaurant_Review-g186605-d11894219-Reviews-Wishbone-Dublin_County_Dublin.html,244,190,4.5,2.7182964710317803,2.2386140182293532,3.1479402504532294,2.8778499933356545,2.226747024950047,1.0151259944789897,2.629908170616576,2.4459539554508463,3.115831314844272,4.70809196841936
The Winding Stair,Average,"['Irish', 'Seafood', 'European']",/Restaurant_Review-g186605-d946685-Reviews-The_Winding_Stair-Dublin_County_Dublin.html,245,2133,4.5,3.8272044176981748,3.3453445440955503,2.5040433810423415,3.7825921317087365,3.2773487370184666,1.9142375895889518,3.396964720379744,3.5233530608905212,2.615849080601819,3.556946389272198
Ha'Penny Bridge Inn,Average,,/Restaurant_Review-g186605-d3543711-Reviews-Ha_Penny_Bridge_Inn-Dublin_County_Dublin.html,246,376,4.5,4.003844621591937,3.6471801420590584,2.432499284441132,3.8499665462684343,3.6374606446142455,1.2737322364185042,3.470017725119093,3.6449750807748176,2.6955563933071374,3.556946389272198
Bobos Burgers Restaurant,Average,"['American', 'Irish', 'Bar']",/Restaurant_Review-g186605-d1389523-Reviews-Bobos_Burgers_Restaurant-Dublin_County_Dublin.html,247,675,4.0,2.6496030584064285,1.9870843532597628,2.5755874776435514,2.848975244238641,2.1540638876371374,0.8395778901705929,2.520328663507552,2.3833001876316637,2.724540870654526,4.70809196841936
One Bistro,Average,"['Irish', 'European', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d13172414-Reviews-One_Bistro-Dublin_County_Dublin.html,248,84,4.5,1.4327483204716245,0.8048949279026887,1.4308819320241952,1.8961085240372038,1.331422924413752,1.0339246240063784,1.4610600947869867,1.5172039854253117,2.014421175643506,2.3714179635189905
The Black Sheep,Average,"['Irish', 'Bar', 'European']",/Restaurant_Review-g186605-d2556756-Reviews-The_Black_Sheep-Dublin_County_Dublin.html,250,343,4.5,2.659416403067193,2.263766984726312,1.5739701252266147,2.6757267496565618,2.157367666605906,1.127917771643322,2.264643146919829,2.3292459565719765,1.7825453568643974,3.556946389272198
Langkawi,Average,"['Asian', 'Malaysian', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d696273-Reviews-Langkawi-Dublin_County_Dublin.html,251,258,4.5,1.6977086263122672,1.106730525866197,1.0016173524169367,1.6554856148954267,1.2058793236005447,0.30989045159858153,1.205374578199264,1.3464417554867543,3.1085851955074246,3.3415086388875594
Forno 500,Average,"['Italian', 'Pizza', 'Mediterranean']",/Restaurant_Review-g186605-d12929970-Reviews-Forno_500-Dublin_County_Dublin.html,252,489,4.5,3.778137694394352,3.0938148791259596,2.647131574244761,3.946215709925145,3.4458414644256656,0.8480799447545991,3.689176739337141,3.5233530608905212,2.5941107225912776,3.556946389272198
Diwali Indian & Nepalese Restaurant,Average,"['Indian', 'Asian', 'Balti']",/Restaurant_Review-g186605-d1942853-Reviews-Diwali_Indian_Nepalese_Restaurant-Dublin_County_Dublin.html,253,662,4.5,3.5720574565182965,3.244732678107714,3.00485205725081,3.9558406262908163,3.5284359386448814,0.7444257292845925,3.616123734597792,3.7285134378670612,2.8042481833598445,3.7376370649439807
Pacino's,Average,"['Italian', 'Pizza', 'European']",/Restaurant_Review-g186605-d1224521-Reviews-Pacino_s-Dublin_County_Dublin.html,254,852,4.0,3.1991503594092436,3.5968742090651404,4.149557602870166,3.686342968052026,3.392981000925368,1.830555072011293,3.83528274881584,3.4005025357548684,3.0940929568337303,3.556946389272198
San Lorenzo's,Average,"['Italian', 'European', 'Contemporary']",/Restaurant_Review-g186605-d2435801-Reviews-San_Lorenzo_s-Dublin_County_Dublin.html,255,1184,4.0,3.6800042477867065,3.269885644604673,2.8617638640483904,3.917340960828132,3.7167513398646923,0.7477490584331844,3.5430707298584427,3.802223752948453,2.7825098253493032,3.7376370649439807
Madigan's Pub O'Connell Street,Average,"['Irish', 'Bar', 'Pub']",/Restaurant_Review-g186605-d2407123-Reviews-Madigan_s_Pub_O_Connell_Street-Dublin_County_Dublin.html,256,1791,4.5,3.2678437720345954,2.7416733481685336,2.074778801435083,2.6757267496565618,2.1606714455746743,3.349915781780666,2.7029611753559255,2.3980422506479417,2.478172813201723,2.1403419318582046
Fire Restaurant & Lounge,Average,"['Steakhouse', 'Irish', 'European']",/Restaurant_Review-g186605-d3686033-Reviews-Fire_Restaurant_Lounge-Dublin_County_Dublin.html,257,2391,4.0,2.8262432623001907,3.0938148791259596,3.4341166368580684,3.4360951425445774,2.652934511921198,1.871461330603724,3.616123734597792,2.8747022881742748,3.6375519070972664,5.333559691898606
Morrison Grill,Average,"['Irish', 'Bar', 'Grill']",/Restaurant_Review-g186605-d3845698-Reviews-Morrison_Grill-Dublin_County_Dublin.html,258,368,4.0,3.709444281769,3.370497510592509,2.360955187839922,3.8788412953654476,3.3368167584563015,2.0936973636129164,3.4334912227494185,3.5823213129556346,2.4854189325385705,3.556946389272198
Art Tea at The Merrion Hotel,Expensive,"['Irish', 'Vegetarian Friendly', 'Gluten Free Options']",/Restaurant_Review-g186605-d6222881-Reviews-Art_Tea_at_The_Merrion_Hotel-Dublin_County_Dublin.html,259,140,4.5,2.423896131208844,1.9870843532597628,2.2178669946375025,3.041473571552063,2.1871016773248235,0.6429780771172103,2.958646691943648,2.3341599775774022,4.079565186644942,5.410361813160229
Acapulco,Average,"['Mexican', 'Vegetarian Friendly', 'Vegan Options']",/Restaurant_Review-g186605-d982352-Reviews-Acapulco-Dublin_County_Dublin.html,260,794,4.0,3.689817592447471,3.420803443586427,2.8617638640483904,3.9077160444624606,3.8290798248028253,0.7665711171122805,3.506544227488768,3.835393394735079,2.7462792286650677,3.556946389272198
Metro Cafe,Average,"['Irish', 'Cafe', 'European']",/Restaurant_Review-g186605-d2205601-Reviews-Metro_Cafe-Dublin_County_Dublin.html,261,519,4.0,3.0617635341585396,2.9932030131381238,2.9333079606496,4.013590124484843,3.171627810017871,1.2689074930987372,3.470017725119093,3.4791268718416863,3.1375696728548133,3.7376370649439807
The Pepper Pot,Average,"['Irish', 'Cafe', 'European']",/Restaurant_Review-g186605-d1951654-Reviews-The_Pepper_Pot-Dublin_County_Dublin.html,264,264,4.5,3.2678437720345954,3.269885644604673,3.362572540256859,3.869216378999776,3.6110304128640967,1.3136924634433984,3.396964720379744,3.6806017330641567,3.007139524791565,3.7376370649439807
Saba,Average,"['Asian', 'Thai', 'Vietnamese']",/Restaurant_Review-g186605-d779748-Reviews-Saba-Dublin_County_Dublin.html,265,1222,4.0,1.8056554175806774,1.106730525866197,1.0016173524169367,1.7517347785521376,1.2653473450383796,0.32429000791681184,1.2784275829386134,1.4213805758195024,3.4853834010234763,4.47928335330697
Pinocchio Italian Restaurant,Average,"['Italian', 'Mediterranean', 'European']",/Restaurant_Review-g186605-d2026195-Reviews-Pinocchio_Italian_Restaurant-Dublin_County_Dublin.html,266,329,4.5,3.454297320589122,2.8674381806533287,2.0032347048338734,3.695967884417697,3.10224845167373,0.8981007457857014,3.2143322085313706,3.1486589592267804,2.478172813201723,3.556946389272198
The Brewer's Dining Hall - Guinness Storehouse,Average,"['Irish', 'European', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d1554254-Reviews-The_Brewer_s_Dining_Hall_Guinness_Storehouse-Dublin_County_Dublin.html,267,494,4.5,1.3051748398816851,1.3582601908357872,1.216249642220566,1.7036101967237822,1.1398037442251723,0.7863652069907667,1.6436926066353599,1.1916500938158319,0.7970731270531858,1.7698098207673258
The Oval Bar,Average,"['Irish', 'Bar', 'European']",/Restaurant_Review-g186605-d2348121-Reviews-The_Oval_Bar-Dublin_County_Dublin.html,268,513,4.0,0.8537609854865159,0.8048949279026887,0.3577204830060488,1.000991302029793,0.5120857401591354,0.18777554830609114,0.6209505402844693,0.5786259733889245,2.260789233096309,2.9245301565680624
The Lobster Pot,Expensive,"['Irish', 'Seafood', 'European']",/Restaurant_Review-g186605-d696286-Reviews-The_Lobster_Pot-Dublin_County_Dublin.html,269,438,4.0,0.785067572861164,0.6036711959270166,0.21463228980362928,0.9239919711044242,0.558338645721896,0.2032715887002831,0.54789753554512,0.5761689628862114,1.862252669569716,2.9245301565680624
O'Neills Victorian Pub,Average,"['Steakhouse', 'Irish', 'Bar']",/Restaurant_Review-g186605-d3347071-Reviews-O_Neills_Victorian_Pub-Dublin_County_Dublin.html,270,391,4.0,2.7575498496748385,2.9680500466411646,3.291028443655649,2.92597457516401,2.1507601086683685,0.8633803561290376,3.323911715640395,2.1695402738956275,4.181010857360802,4.775867576613491
Toscana,Average,"['Italian', 'Pizza', 'European']",/Restaurant_Review-g186605-d784482-Reviews-Toscana-Dublin_County_Dublin.html,271,1632,4.0,3.6407508691436483,2.9932030131381238,2.5040433810423415,3.734467549880381,3.2211844945494,0.8150646670999188,3.5430707298584427,3.273966494865146,2.528895648559653,3.556946389272198
The Bankers Bar,Average,"['Irish', 'Bar', 'European']",/Restaurant_Review-g186605-d2336841-Reviews-The_Bankers_Bar-Dublin_County_Dublin.html,272,608,4.0,3.8468311070197037,3.445956410083386,3.5056607334592784,3.8403416299027633,3.8786365093343544,1.043587470959709,3.506544227488768,3.8992756678056186,2.9129399734125516,3.556946389272198
The Atrium Lounge,Average,"['Irish', 'European', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d3442694-Reviews-The_Atrium_Lounge-Dublin_County_Dublin.html,273,173,4.5,3.5426174225360025,3.395650477089468,3.5056607334592784,3.3302210625221957,3.1815391469241767,3.349915781780666,3.506544227488768,3.1105752964347277,3.282492059591756,4.309885538520337
Fallon & Byrne,Average,"['Irish', 'European', 'Contemporary']",/Restaurant_Review-g186605-d778875-Reviews-Fallon_Byrne-Dublin_County_Dublin.html,274,1443,4.0,0.6869341262535186,0.17607076547871317,0.28617638640483906,0.8181178910820422,0.5352121929405157,0.4820022707598081,0.328738521327072,0.6511077832189597,0.7318580530215615,2.292463506428602
The Legal Eagle,Average,"['Irish', 'Bar', 'Contemporary']",/Restaurant_Review-g186605-d12857303-Reviews-The_Legal_Eagle-Dublin_County_Dublin.html,275,149,4.5,2.6496030584064285,2.213461051732394,1.9316906082326635,2.897099826066997,2.2366583618563527,2.2332771878537776,2.849067184834624,2.2616781677473674,1.9854366982961174,3.556946389272198
The Shack Restaurant,Average,"['Irish', 'European', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d716017-Reviews-The_Shack_Restaurant-Dublin_County_Dublin.html,276,1104,4.0,3.9351512089665848,3.395650477089468,2.7902197674471805,3.801841964440079,3.667194655333163,1.2689074930987372,3.2873852132707198,3.7334274588724874,2.6448335579492075,3.556946389272198
O'connell's,Average,"['Irish', 'Bar', 'International']",/Restaurant_Review-g186605-d8055130-Reviews-O_connell_s-Dublin_County_Dublin.html,279,312,4.0,0.6182407136281667,0.2515296649695902,0.07154409660120976,0.6063697310372784,0.3700232445020849,0.2692858345482851,0.219159014218048,0.39803570143951494,0.8550420817479629,3.3415086388875594
Charlotte Quay Restaurant,Average,"['Irish', 'European', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d10731663-Reviews-Charlotte_Quay_Restaurant-Dublin_County_Dublin.html,280,232,4.0,1.5406951117400345,2.037390286253681,1.0731614490181465,1.6651105312610979,1.1100697335062548,0.5114375239359795,1.5706396018960107,1.1977926200726143,3.543352355718253,4.289147861345849
