Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Dublin 2,53.336978,-6.257723,Club Chonradh na Gaeilge,53.337210152154356,-6.262881718520848,Pub
Dublin 2,53.336978,-6.257723,Reillys,53.33825226346627,-6.253491846915638,Pub
Dublin 2,53.336978,-6.257723,The Dawson Lounge,53.33967260392796,-6.258668060542133,Pub
Dublin 2,53.336978,-6.257723,Peruke & Periwig,53.34008607089172,-6.25854214051159,Cocktail Bar
Dublin 2,53.336978,-6.257723,Houricans,53.33570329270894,-6.256644537472288,Pub
Dublin 2,53.336978,-6.257723,Conrad Dublin,53.334889469914415,-6.257342172665552,Hotel
Dublin 2,53.336978,-6.257723,Madigan’s,53.336009279164124,-6.257037806675756,Pub
Dublin 2,53.336978,-6.257723,Napper Tandy's,53.33832,-6.2544694,Pub
Dublin 2,53.336978,-6.257723,Chambers Pub,53.338303,-6.254472,Pub
Dublin 2,53.336978,-6.257723,Inn on the Green,53.33934937972045,-6.261294921370351,Hotel Bar
Dublin 2,53.336978,-6.250158,Toners Pub,53.33783798655943,-6.252409709840669,Pub
Dublin 2,53.336978,-6.250158,Doheny & Nesbitt,53.33805866507184,-6.252893828018674,Pub
Dublin 2,53.336978,-6.250158,O'Donoghue's,53.33831437211282,-6.254161919107962,Pub
Dublin 2,53.336978,-6.250158,Matt The Thresher,53.33704987242939,-6.25177301994876,Pub
Dublin 2,53.336978,-6.250158,McGrattan's Cafe Bar,53.338605541618605,-6.251264899194048,Bar
Dublin 2,53.336978,-6.250158,Reillys,53.33825226346627,-6.253491846915638,Pub
Dublin 2,53.336978,-6.250158,Napper Tandy's,53.33832,-6.2544694,Pub
Dublin 2,53.336978,-6.250158,Chambers Pub,53.338303,-6.254472,Pub
Dublin 2,53.336978,-6.242594,The Schoolhouse Bar,53.3373418499578,-6.239585178618902,Pub
Dublin 2,53.336978,-6.242594,The 51 Bar,53.33473203764536,-6.242507526607526,Pub
Dublin 2,53.336978,-6.242594,Smyths of Haddington Road,53.33469912350612,-6.243274768243235,Pub
Dublin 2,53.336978,-6.242594,Schoolhouse Hotel,53.337348633778824,-6.239475564989963,Hotel
Dublin 2,53.336978,-6.242594,Oil Can Harry's,53.33850916191927,-6.243153887006805,Bar
Dublin 2,53.336978,-6.242594,Becky Morgans,53.33991770531453,-6.242068196632412,Pub
Dublin 2,53.336978,-6.242594,Grand Canal Hotel,53.338215984618785,-6.23773162088471,Hotel
Dublin 4,53.336978,-6.235029,The Bath,53.337374176474874,-6.2321477607528895,Pub
Dublin 4,53.336978,-6.235029,Beggar's Bush,53.33644142731489,-6.237074738034532,Pub
Dublin 4,53.336978,-6.235029,The Schoolhouse Bar,53.3373418499578,-6.239585178618902,Pub
Dublin 4,53.336978,-6.235029,Slattery's,53.33718306680516,-6.234548798210784,Pub
Dublin 4,53.336978,-6.235029,Schoolhouse Hotel,53.337348633778824,-6.239475564989963,Hotel
Dublin 4,53.336978,-6.235029,The Gasworks Bar,53.33811,-6.2374096,Pub
Dublin 4,53.336978,-6.235029,The Old Spot,53.33733357390815,-6.2331144589680205,Gastropub
Dublin 4,53.336978,-6.235029,Paulie's Pizza,53.337259766693194,-6.234690803704816,Pizza Place
Dublin 4,53.336978,-6.235029,Grand Canal Hotel,53.338215984618785,-6.23773162088471,Hotel
Dublin 4,53.336978,-6.227464,The Bath,53.337374176474874,-6.2321477607528895,Pub
Dublin 4,53.336978,-6.227464,The Vintage Inn,53.338809978954025,-6.223047866656451,Pub
Dublin 4,53.336978,-6.227464,Sober Lane,53.33854502823553,-6.223022655260634,Pub
Dublin 8,53.341785,-6.295547,Pilsworth & Ruddell Pub,53.342263438989626,-6.294372081756592,Pub
Dublin 8,53.341785,-6.295547,Kennys Pub,53.342431,-6.294404,Pub
Dublin 8,53.341785,-6.287982,Harkins Bar,53.34243135098475,-6.288203188566733,Bar
Dublin 8,53.341785,-6.287982,Guinness Storehouse,53.3418895355902,-6.286733803765022,Brewery
Dublin 8,53.341785,-6.287982,Arthur's Bar,53.34180784712872,-6.2866634130477905,Pub
Dublin 8,53.341785,-6.287982,McCanns,53.34377592016663,-6.290357955489765,Pub
Dublin 8,53.341785,-6.280417,Arthur's Pub,53.34326,-6.281174,Pub
